reaction_id,reaction_name,matched_mnxr,source,model_used,timestamp,prompt_hash,raw_response,candidates,ec_numbers
R1807,"phosphatidylethanolamine transport, ER membrane-cell envelope",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b7bb0277,NONE,no_candidates,
R2182,Dolichyl diphosphate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,1b78f1b6,NONE,no_candidates,
R1810,"1-phosphatidyl-1D-myo-inositol 4-phosphate transport, cell envelope-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c4d3604f,NONE,no_candidates,
xPOOL_AC_MM,Acyl-CoAs pool,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4f5a4d1b,NONE,no_candidates,
R1971,3-methylbutanoyl-CoA dehydrogenase;,MNXR192634,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,82ea1af2,MNXR192634,"MNXR192634,MNXR105454,MNXR135482,MNXR105459,MNXR116245,MNXR192652,MNXR207169,MNXR100770,MNXR101753,MNXR103131",
xPOOL_FA_LP,Fatty acids pool,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,979b788e,NONE,no_candidates,
R952,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f3b6bedf,NONE,no_candidates,
R1757,"PI 3,5-P2 phosphatase",MNXR190328,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,58839d4c,MNXR190328,"MNXR190328,MNXR189802,MNXR146028,MNXR189795,MNXR189797",
R1245,M(IP)2C transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f0304441,NONE,no_candidates,
R449,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2db89136,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R437,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,bae792e6,NONE,no_candidates,
R1375,spontaneous kynurenic acid to quinaldic acid,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8261c940,NONE,no_candidates,
R1826,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,172960cf,NONE,no_candidates,
R2061,Magnesium exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,bdef085b,NONE,no_candidates,
R628,phopshoribosylaminoimidazole synthetase,MNXR108734,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d04da376,MNXR108734,"MNXR108734,MNXR168571,MNXR180531,MNXR206414,MNXR95647,MNXR111053,MNXR134814,MNXR136160,MNXR136936,MNXR154515",
R2130,Phytosphingosine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2a6f5f8d,NONE,no_candidates,
R843,D-mannose transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8506b929,NONE,no_candidates,
R1765,MAG lipase,MNXR147266,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,099c55d7,MNXR147266,"MNXR147264,MNXR147266,MNXR147269,MNXR100324,MNXR100344,MNXR132479,MNXR134251,MNXR149860,MNXR149861,MNXR173144",
R1686,"lanosteryl palmitoleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d988604c,NONE,no_candidates,
R2276,D-Limonene synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,78b89c7f,NONE,no_candidates,
R1256,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a12cef09,NONE,no_candidates,
R1472,fatty acyl-CoA transport via ABC system (C16:0),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0c816f28,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R2208,Indole_3_acetonitrile exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7466f546,NONE,no_candidates,
R1167,hexadecanoate (n-C16:0) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7894000c,NONE,no_candidates,
R1389,14-demethyllanosterol transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5712341c,NONE,no_candidates,
R1650,"docosanoyl-CoA transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3c7a7909,NONE,no_candidates,
R1779,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5e5dddb3,NONE,no_candidates,
R1180,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d98b94d4,NONE,no_candidates,
R1620,"lauroyl-CoA transport, cytoplasm-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ded09fb0,NONE,no_candidates,
R1625,"oleoyl-CoA transport, cytoplasm-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0ddface3,NONE,no_candidates,
R1792,"phosphatidyl-L-serine transport, ER membrane-mitochondrial membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b3b6c07a,NONE,no_candidates,
R1334,sulphite exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5f8807cd,NONE,no_candidates,
R1693,"zymosteryl oleate transport, ER membrane-cell envelope",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,42d762d7,NONE,no_candidates,
R1775,diacylglycerol pyrophosphate phosphatase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4ed315fb,NONE,no_candidates,
R1648,"oleate transport, cell envelope-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,1549ca19,NONE,no_candidates,
R1402,3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP),MNXR137214,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d05550c3,MNXR137214,"MNXR137214,MNXR158906",
R442,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f3f6fd6d,NONE,no_candidates,
R1793,"phosphatidylethanolamine transport, mitochondrial membrane-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,35d9ea59,NONE,no_candidates,
R1253,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fb6ba9db,NONE,no_candidates,
R297,fatty-acid--CoA ligase (decanoate),MNXR190996,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d54fc500,MNXR190996,"MNXR135804,MNXR190996,MNXR190998,MNXR184723,MNXR118206,MNXR135721,MNXR193097,MNXR194341,MNXR95147,MNXR145807",
R1466,"fatty-acid--CoA ligase (cerotic acid), ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d689f273,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R469,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a1e965fa,NONE,no_candidates,
R1689,"zymosteryl oleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4e911bcf,NONE,no_candidates,
R1804,"1-phosphatidyl-1D-myo-inositol 3-phosphate transport, vacuolar membrane-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7e96e7c0,NONE,no_candidates,
R1873,peroxisomal acyl-CoA thioesterase (18:2),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a37d7dc3,NONE,no_candidates,
R1791,"phosphatidate transport, ER membrane-mitochondrial membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a05f7650,NONE,no_candidates,
R941,(1-3)-beta-D-glucan exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,88218225,NONE,no_candidates,
R1444,myristate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7096269b,NONE,no_candidates,
R1666,"carbon dioxide transport, cytoplasm-mitochondrial membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,452ba567,NONE,no_candidates,
R2280,3-dehydroshikimate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b1dfcbc0,NONE,no_candidates,
R2178,NO NAME,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,be8baa75,NONE,"MNXR157431,MNXR199228,MNXR101258,MNXR103504,MNXR106446,MNXR106583,MNXR107562,MNXR107943,MNXR109830,MNXR110410",
R1189,iron(2+) exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f928e054,NONE,no_candidates,
R1451,"fatty-acid--CoA ligase (dodecanoate), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,534033ab,NONE,"MNXR145807,MNXR145808,MNXR180405,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R1572,"palmitoleate transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f1adb3cf,NONE,no_candidates,
R1581,"oleoyl-CoA transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8dc4884e,NONE,no_candidates,
R465,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,67d0811d,NONE,no_candidates,
R2215,gamma_Amino_gamma_cyanobutanoate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9b3844c3,NONE,no_candidates,
R1230,L-sorbose transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,90135c55,NONE,no_candidates,
R1073,D-sorbitol transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a1bdcf7c,NONE,no_candidates,
R1467,"fatty-acid--CoA ligase (behenate), lipid particle",MNXR157272,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ece47bbc,MNXR157272,"MNXR145807,MNXR145808,MNXR180405,MNXR157272,MNXR175414,MNXR175728,MNXR178215,MNXR180423,MNXR182563,MNXR184459",
R1080,ADP deamination,MNXR134071,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,dd6ac93e,MNXR134071,"MNXR134071,MNXR146858,MNXR189751,MNXR190163,MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404",
R1239,M(IP)2C transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,55ffaaa7,NONE,no_candidates,
R1186,IPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3773b371,NONE,no_candidates,
xMAINTENANCE,Non-growth associated maintenance (NGAM),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a59b4c60,NONE,no_candidates,
R2026,Gly-Glu exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,cfef2bc0,NONE,no_candidates,
R1363,water diffusion,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,28e3c4d0,NONE,no_candidates,
R2191,NO NAME,MNXR182986,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0acb9642,MNXR182986,"MNXR109597,MNXR149227,MNXR182986,MNXR180008,MNXR180010,MNXR113850,MNXR136576,MNXR180413",
R992,"7,8-diaminononanoate exchange",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,01a89fff,NONE,no_candidates,
R1798,"phosphatidyl-L-serine transport, ER membrane-Golgi membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ec270b2b,NONE,no_candidates,
R1494,acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4829a3ac,NONE,"MNXR135484,MNXR158925,MNXR162735,MNXR96455",
R1259,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3b8f9c86,NONE,no_candidates,
R1673,"myristate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,736f2ec5,NONE,no_candidates,
R746,taurcholate via ABC system,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f05b77ea,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R1764,"DAG lipase, mitochondrion",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2c7cb675,NONE,no_candidates,
R1577,"myristoyl-CoA transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fdd461da,NONE,no_candidates,
R1670,"stearate transport, mitochondrial membrane-cytoplasm",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2921092f,NONE,no_candidates,
R703,ribonucleoside-triphosphate reductase (CTP),MNXR179556,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,02d78859,MNXR179556,"MNXR179556,MNXR201943",
R994,8-amino-7-oxononanoate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b46a541b,NONE,no_candidates,
R1571,"palmitate transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,22a7665f,NONE,no_candidates,
R1462,"fatty-acid--CoA ligase (lignoceric acid), cell envelope",MNXR157255,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6eaf9030,MNXR157255,"MNXR157255,MNXR159185,MNXR191031,MNXR99192,MNXR145807,MNXR145808,MNXR180405,MNXR169749,MNXR175414,MNXR175728",
R656,phosphoribosylglycinamidine synthetase,MNXR180528,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3d2d19ba,MNXR180528,"MNXR188698,MNXR116256,MNXR166374,MNXR180528",
R1254,MIPC transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d12ff81e,NONE,no_candidates,
R476,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,eadd2cf5,NONE,no_candidates,
R1876,octadecenoate (n-C18:1) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a9f41925,NONE,no_candidates,
R1691,"cerotic acid transport, cell envelope-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,294a9b82,NONE,no_candidates,
R1079,dATP deamination,MNXR153314,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6af43234,MNXR153314,"MNXR153314,MNXR179558,MNXR97645",
R1778,"diglyceride transport, cytoplasm-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,680b7f3b,NONE,no_candidates,
R1376,spontaneous 2-amino-3-carboxymuconate-6-semialdehyde to quinolinate,MNXR197748,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ec72aa90,MNXR197748,"MNXR197748,MNXR106748,MNXR162440,MNXR197749,MNXR206490",
R440,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,67d84c44,NONE,no_candidates,
R1244,M(IP)2C transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d30fa563,NONE,no_candidates,
R2077,Succinyl-CoA transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d16b5461,NONE,no_candidates,
R1443,octadecenoate (n-C18:1) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b8dcaf42,NONE,no_candidates,
R826,ceramide-2' (sphinganine:n-C24:0OH) transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,08a55880,NONE,no_candidates,
R2278,D-Limonene exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,06c408b7,NONE,no_candidates,
R1440,oleate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,468aaf07,NONE,no_candidates,
R1658,"carbon dioxide transport, cytoplasm-vacuolar membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8e0a3d36,NONE,no_candidates,
R1560,"episteryl ester hydrolase (18:1), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,8b9db152,NONE,no_candidates,
R456,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b19eaa2e,NONE,"MNXR100776,MNXR101576,MNXR145612,MNXR195409,MNXR195410,MNXR195413",
R1683,"episteryl oleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,348b0f8c,NONE,no_candidates,
R1568,"zymosteryl ester hydrolase (18:1), cell envelope",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7243c35e,NONE,no_candidates,
R1360,water diffusion,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,935bc850,NONE,no_candidates,
R473,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0f284d31,NONE,no_candidates,
R1680,"ergosteryl palmitoleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,039ec13d,NONE,no_candidates,
R481,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9b355a39,NONE,"MNXR101563,MNXR101567,MNXR108101,MNXR121927,MNXR145611,MNXR159687,MNXR195408,MNXR195411,MNXR195412",
R441,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,de7c0b31,NONE,no_candidates,
R2118,2-Methylpropanoyl-CoA transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,3cd75eb7,NONE,no_candidates,
R483,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d2fdd7cf,NONE,"MNXR101563,MNXR101567,MNXR108101,MNXR121927,MNXR145611,MNXR159687,MNXR195408,MNXR195411,MNXR195412",
R1561,"fecosteryl ester hydrolase (16:1), lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,886c0fb2,NONE,no_candidates,
R1465,"fatty-acid--CoA ligase (lignoceric acid), ER membrane",MNXR157255,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,192e2188,MNXR157255,"MNXR157255,MNXR159185,MNXR191031,MNXR99192,MNXR145807,MNXR145808,MNXR180405,MNXR169749,MNXR175414,MNXR175728",
R1034,ceramide transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d354be6c,NONE,no_candidates,
xPOOL_FA_EN,Fatty acids pool,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,cf8c7664,NONE,no_candidates,
R2030,Glycine transport (vacuole),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f363e1a9,NONE,no_candidates,
R1833,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,044745b2,NONE,no_candidates,
R479,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,35bd2792,NONE,"MNXR101563,MNXR101567,MNXR108101,MNXR121927,MNXR145611,MNXR159687,MNXR195408,MNXR195411,MNXR195412",
R1573,"stearate transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,10532e18,NONE,no_candidates,
R1242,M(IP)2C transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,040405f6,NONE,no_candidates,
R1813,"1-phosphatidyl-1D-myo-inositol 3-phosphate transport, vacuolar membrane-Golgi membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,dc9d71af,NONE,no_candidates,
R1480,"butyrate (n-C4:0) transport, cytoplasm-peroxisome",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,55f21f1b,NONE,no_candidates,
R1068,D-glucitol exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,b1910584,NONE,no_candidates,
biomass_C,biomass_C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,28cdd90d,NONE,"MNXR96302,MNXR96308,MNXR96303,MNXR142689,MNXR142693,MNXR142688,MNXR142690,MNXR142691,MNXR142692,MNXR144748",
R470,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d250cdc2,NONE,no_candidates,
R1823,inositolphosphotransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,fe36304d,NONE,no_candidates,
R1746,PI 3-P phosphatase,MNXR146028,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,299fcba4,MNXR146028,"MNXR146028,MNXR189795,MNXR190328",
R1474,fatty acyl-CoA transport via ABC system (C18:0),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,74babb00,NONE,"MNXR102870,MNXR153054,MNXR180401,MNXR106400,MNXR135146,MNXR180404,MNXR96123,MNXR123954,MNXR154818,MNXR135053",
R1341,thiamine(1+) monophosphate exchange,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,64fe0124,NONE,no_candidates,
R1723,CL phospholipase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,7f98eb50,NONE,no_candidates,
R1684,"fecosteryl palmitoleate transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,d903b08d,NONE,no_candidates,
R822,aspartate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,382c8463,NONE,no_candidates,
R883,L-isoleucine transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,c2304e35,NONE,no_candidates,
R1569,"laurate transport, cytoplasm-ER membrane",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,77a459bf,NONE,no_candidates,
R1728,PE diacylglycerol acyltransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,2f483392,NONE,no_candidates,
R914,phosphate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,440237e2,NONE,no_candidates,
R2110,UMP transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,9ea45c6f,NONE,no_candidates,
R2076,NO NAME,MNXR134362,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,4e92b405,MNXR134362,"MNXR134362,MNXR108133,MNXR158086",
R2101,Dolichyl phosphate D-mannose transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,504ac0ca,NONE,no_candidates,
R99,acyl-CoA oxidase (hexacosanoyl-CoA),NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,267b62c3,NONE,"MNXR124346,MNXR135484,MNXR158925,MNXR162735,MNXR96455,MNXR100492,MNXR113960,MNXR119151,MNXR119678,MNXR184695",
R567,NAD nucleosidase nuclear,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,0c8d33f3,NONE,no_candidates,
R2144,phosphatidate transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,34d58172,NONE,no_candidates,
R1821,inositolphosphotransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,73832e63,NONE,no_candidates,
R1822,inositolphosphotransferase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5a2621f6,NONE,no_candidates,
R1246,M(IP)2C transport,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,5bd74a33,NONE,no_candidates,
R432,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,f0b8fbf1,NONE,no_candidates,
R1832,IPC synthase,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,6db23b5d,NONE,no_candidates,
R468,IPS phospholipase C,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,142bf609,NONE,no_candidates,
R2048,Reaction,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,ff2988a0,NONE,no_candidates,
newBiom,newBiom,NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,a327bc07,NONE,"MNXR96302,MNXR96303,MNXR96308,MNXR142689,MNXR142693,MNXR142688,MNXR142690,MNXR142691,MNXR142692,MNXR144748",
R604,O-acetylhomoserine (thiol)-lyase,MNXR152926,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,73999a0b,MNXR152926,"MNXR152926,MNXR152925,MNXR103709,MNXR196162,MNXR196163,MNXR101474,MNXR104383,MNXR134353,MNXR152772,MNXR152924",
R1787,"phosphatidylethanolamine transport, ER membrane-lipid particle",NONE,claude-batch,claude-sonnet-4-20250514,2026-05-20T07:24:23.512718+00:00,07f73f92,NONE,no_candidates,
